# SLAB_GR_Simulation trajectory — metric: Schwarzschild; coordinates: ingoing Eddington–Finkelstein (v, r, theta, phi)
# internal units geometrized (G=c=M=1); SI columns marked _m, _s, _years, _SI, _m_s2
segment,step_h,err_estimate,n_rejected,mode_is_lnr,r_geo,r_m,r_over_rs,log10_r_over_rs,v_geo,t_ef_geo,t_schw_geo,t_schw_years,tau_geo,tau_s,tau_years,tau_since_horizon_geo,tau_since_horizon_years,tau_to_center_est_geo,tau_to_center_est_years,u_v,u_r,u_theta,u_phi,u_lower_v,u_lower_r,a_v,a_r,a_magnitude_SI,E,E_killing,E_conditioning_scale,E_drift_conditioned,L,norm_residual,K_geo_log10,K_SI_log10,K_over_Kplanck_log10,curvature_length_m,tidal_lambda1_geo,tidal_lambda2_geo,tidal_lambda3_geo,tidal_radial_SI_per_m,tidal_transverse_SI_per_m,radial_stretch_m_s2,transverse_compress_m_s2,tidal_radial_newtonian_SI_per_m,tidal_closed_form_reldiff,lc_out_drdtEF,lc_in_drdtEF,worldline_drdtEF,dr_dt_schw,redshift_1pz_to_infinity,gamma_rel_to_E1_faller,v_rel_to_E1_faller,kruskal_U,kruskal_V,kruskal_T,kruskal_X,penrose_Ut,penrose_Vt,penrose_T,penrose_X,ur_analytic_E1,uv_analytic_E1,ur_reldiff_E1,uv_reldiff_E1,regime_code
0.0,1.0606213202600437e-11,0.4715051801605053,0.0,1.0,199.99999998256268,2.9533393818093867e+23,99.99999999128134,1.9999999999621354,1.3915621939276333e-07,-199.99999984340647,-209.1902395434995,-32651272.255264256,1.5499178911888657e-07,763433.7397203841,0.024191755384452052,nan,nan,1333.33333315896,208112145.97294527,0.8866617194033386,-0.12501536975179428,0.0,0.0,-1.0028104719603266,0.8866617194033386,-142912.07376297275,-161632.92155605392,9.81,1.0028104719603266,1.0028104719603266,1.0,0.0,0.0,1.3433698597964394e-14,-12.124938736381113,-96.802072180312,-235.9680326546662,1.5867848490121684e+24,-2.5000000006538664e-07,1.250000000326933e-07,1.250000000326933e-07,-1.0304209801651001e-32,5.152104900825499e-33,2.0608419603302002e-32,-1.0304209801650998e-32,1.0304209801651138e-32,1.3340768915765822e-14,0.9801980198002708,-1.0,-0.12357240377579032,-0.12341835223581887,1.1392180219324384,1.000312055540883,0.024976370178375736,-2.6612396068734594e+45,0.9999986247340246,-1.3306198034367297e+45,1.3306198034367297e+45,-1.5707963267948966,0.7853974757639878,-0.3926994255154544,1.1780969012794422,-0.10000000000435932,0.9090909090873064,0.25015369746344457,-0.024672108652462343,0.0
0.0,1.1094444671732696e-11,0.47143847174810577,0.0,1.0,199.99999998034383,2.9533393817766215e+23,99.99999999017191,1.9999999999573173,1.5469496888043573e-07,-199.99999982564887,-209.1902395257195,-32651272.25248908,1.7254159029994586e-07,849877.7405488944,0.02693100047370188,nan,nan,1333.3333331367714,208112145.96948203,0.8841571848501091,-0.1278524993224094,0.0,0.0,-1.0031681123231484,0.8841571848501091,-142508.3930592948,-161690.56600465675,9.81,1.0031681123231484,1.0031681123231486,1.0,-2.220446049250313e-16,0.0,1.4988010832439613e-14,-12.124938736352204,-96.80207218028309,-235.96803265463728,1.586784848985766e+24,-2.5000000007370694e-07,1.2500000003685342e-07,1.2500000003685342e-07,-1.0304209801993937e-32,5.1521049009969665e-33,2.0608419603987874e-32,-1.0304209801993933e-32,1.0304209801994092e-32,1.524659304608206e-14,0.9801980198000534,-1.0,-0.12633525283599384,-0.12617424016393242,1.1424450622693745,1.000386729688144,0.02780307407424166,-2.6612395935531447e+45,0.9999986286187066,-1.3306197967765723e+45,1.3306197967765723e+45,-1.5707963267948966,0.7853974777063314,-0.3926994245442826,1.178096902250614,-0.10000000000491403,0.9090909090868479,0.278524993161267,-0.02742709666053519,0.0
0.0,1.160547910668459e-11,0.47136889166342383,0.0,1.0,199.99999997802266,2.9533393817423456e+23,99.99999998901133,1.9999999999522768,1.7054327237583818e-07,-199.99999980747938,-209.19023950752657,-32651272.24964945,1.9049229150324264e-07,938296.4305204274,0.029732819685921216,nan,nan,1333.3333331135595,208112145.965859,0.881602756403613,-0.13075549754623525,0.0,0.0,-1.0035422263848433,0.881602756403613,-142096.67046139855,-161750.8656828888,9.81,1.0035422263848433,1.0035422263848435,1.0,-2.220446049250313e-16,0.0,1.6764367671839864e-14,-12.12493873632196,-96.80207218025285,-235.96803265460704,1.5867848489581433e+24,-2.500000000824109e-07,1.2500000004120542e-07,1.2500000004120542e-07,-1.0304209802352687e-32,5.1521049011763416e-33,2.0608419604705375e-32,-1.0304209802352683e-32,1.0304209802352857e-32,1.672890070275758e-14,0.9801980197998257,-1.0,-0.1291593139445207,-0.12899102715084743,1.1457552766993309,1.0004713905359603,0.030693889677762726,-2.6612395798892865e+45,0.999998632580777,-1.3306197899446433e+45,1.3306197899446433e+45,-1.5707963267948966,0.7853974796873694,-0.3926994235537636,1.178096903241133,-0.10000000000549433,0.9090909090863684,0.3075549753905111,-0.030236967951181963,0.0
0.0,1.214041129193188e-11,0.4712956078017491,0.0,1.0,199.99999997559456,2.9533393817064907e+23,99.99999998779728,1.9999999999470042,1.8670652953660804e-07,-199.99999978888803,-209.1902394889107,-32651272.246743806,2.0885337978957994e-07,1028736.5394801511,0.032598693800547286,nan,nan,1333.333333089279,208112145.9620692,0.8789975637474107,-0.13372599640408972,0.0,0.0,-1.0039335845129538,0.8789975637474107,-141676.76569174134,-161813.94475853659,9.81,1.0039335845129538,1.0039335845129538,1.0,0.0,0.0,1.865174681370263e-14,-12.124938736290327,-96.80207218022122,-235.9680326545754,1.5867848489292484e+24,-2.500000000915158e-07,1.250000000457579e-07,1.250000000457579e-07,-1.0304209802727962e-32,5.152104901363981e-33,2.0608419605455923e-32,-1.0304209802727962e-32,1.030420980272815e-32,1.8422966596036723e-14,0.9801980197995879,-1.0,-0.13204590242186595,-0.13187001459276057,1.1491510918368137,1.000566651386818,0.03365026329067232,-2.6612395658722042e+45,0.9999986366215858,-1.3306197829361021e+45,1.3306197829361021e+45,-1.5707963267948966,0.7853974817077766,-0.39269942254356,1.1780969042513365,-0.10000000000610136,0.9090909090858666,0.33725996395930613,-0.033102679872485184,0.0
0.0,1.270039507636387e-11,0.4712196770738798,0.0,1.0,199.99999997305454,2.953339381668983e+23,99.99999998652727,1.9999999999414886,2.0319020872871687e-07,-199.99999976986433,-209.19023946986133,-32651272.243770506,2.276345935086001e-07,1121246.0350315652,0.03553014281921202,nan,nan,1333.3333330638786,208112145.9581046,0.8763407254906584,-0.13676567603590775,0.0,0.0,-1.004342994270479,0.8763407254906584,-141248.53668780872,-161879.93339454776,9.81,1.004342994270479,1.0043429942704791,1.0,-2.220446049250313e-16,0.0,2.042810365310288e-14,-12.124938736257233,-96.80207218018812,-235.9680326545423,1.5867848488990167e+24,-2.500000001010404e-07,1.2500000005052016e-07,1.2500000005052016e-07,-1.0304209803120535e-32,5.152104901560266e-33,2.060841960624107e-32,-1.0304209803120532e-32,1.0304209803120745e-32,2.0540548962614666e-14,0.9801980197993388,-1.0,-0.13499635954311104,-0.13481252923331533,1.1526350205130704,1.0006731582498132,0.036673673018362836,-2.661239551491497e+45,0.9999986407425,-1.3306197757457485e+45,1.3306197757457485e+45,-1.5707963267948966,0.7853974837682364,-0.3926994215133301,1.1780969052815664,-0.10000000000673637,0.9090909090853418,0.36765676026694716,-0.03602520195437236,0.0
0.0,1.3286636601443148e-11,0.47113892773102045,0.0,1.0,199.99999997039728,2.953339381629744e+23,99.99999998519864,1.9999999999357185,2.1999983849145509e-07,-199.99999975039745,-209.1902394503676,-32651272.24072785,2.468459208481597e-07,1215874.1153912444,0.03852872573932252,nan,nan,1333.3333330373061,208112145.95395705,0.8736313505437809,-0.13987626506452747,0.0,0.0,-1.0047713021015776,0.8736313505437809,-140811.83982384548,-161948.96802073234,9.81,1.0047713021015776,1.0047713021015776,1.0,0.0,0.0,2.2537527399890678e-14,-12.12493873622261,-96.80207218015349,-235.96803265450768,1.5867848488673832e+24,-2.5000000011100466e-07,1.2500000005550228e-07,1.2500000005550228e-07,-1.0304209803531231e-32,5.1521049017656136e-33,2.0608419607062463e-32,-1.0304209803531227e-32,1.030420980353146e-32,2.2446373092271856e-14,0.9801980197990782,-1.0,-0.13801205132590302,-0.13781992193052878,1.1562096638058752,1.0007915915106778,0.03976562777241106,-2.6612395367363866e+45,0.9999986449449018,-1.3306197683681933e+45,1.3306197683681933e+45,-1.5707963267948966,0.7853974858694401,-0.3926994204627282,1.1780969063321685,-0.10000000000740068,0.9090909090847928,0.3987626505417567,-0.03900551439537552,0.0
0.0,1.3900415067599793e-11,0.4710558841455553,0.0,1.0,199.9999999676173,2.953339381588693e+23,99.99999998380865,1.9999999999296818,2.371410214912992e-07,-199.99999973047628,-209.19023943041836,-32651272.237614084,2.6649762442752587e-07,1312671.3305260674,0.041596044392668244,nan,nan,1333.3333330095063,208112145.94961792,0.8708685358693883,-0.14305954517741054,0.0,0.0,-1.0052193956866948,0.8708685358693883,-140366.52954834836,-162021.1917133624,9.81,1.0052193956866948,1.005219395686695,1.0,-2.220446049250313e-16,0.0,2.453592884421596e-14,-12.12493873618639,-96.80207218011728,-235.96803265447147,1.5867848488343087e+24,-2.5000000012142894e-07,1.250000000607145e-07,1.250000000607145e-07,-1.0304209803960885e-32,5.152104901980445e-33,2.060841960792177e-32,-1.030420980396089e-32,1.0304209803961141e-32,2.4775713695153716e-14,0.9801980197988057,-1.0,-0.14109437133816546,-0.14089357043161102,1.159877718046448,1.000922667847895,0.04292767040296091,-2.661239521595717e+45,0.9999986492301917,-1.3306197607978585e+45,1.3306197607978585e+45,-1.5707963267948966,0.785397488012088,-0.3926994193914043,1.1780969074034924,-0.10000000000809568,0.9090909090842184,0.43059545165828894,-0.04204461053662258,0.0
0.0,1.454305984774609e-11,0.47096756105224563,0.0,1.0,199.99999996470868,2.953339381545742e+23,99.99999998235434,1.9999999999233657,2.546194150363126e-07,-199.99999971008927,-209.19023941000196,-32651272.23442741,2.866002280968327e-07,1411689.5171320927,0.04473374138502588,nan,nan,1333.33333298042,208112145.94507805,0.8680513696229635,-0.14631734963472098,0.0,0.0,-1.005688205559923,0.8680513696229635,-139912.45889028214,-162096.75445585756,9.81,1.005688205559923,1.0056882055599232,1.0,-2.220446049250313e-16,0.0,2.6756374893466273e-14,-12.124938736148493,-96.80207218007938,-235.96803265443356,1.5867848487996894e+24,-2.500000001323357e-07,1.250000000661679e-07,1.250000000661679e-07,-1.0304209804410428e-32,5.152104902205217e-33,2.0608419608820857e-32,-1.0304209804410434e-32,1.0304209804410708e-32,2.689329606108754e-14,0.9801980197985205,-1.0,-0.14424473749722497,-0.14403487615474933,1.163641974946159,1.0010671420170976,0.04616137468140088,-2.661239506057802e+45,0.9999986535997841,-1.330619753028901e+45,1.330619753028901e+45,-1.5707963267948966,0.7853974901968872,-0.3926994182990047,1.1780969084958919,-0.10000000000882284,0.9090909090836174,0.46317349621811643,-0.04514349340708146,0.0
0.0,1.521598606094602e-11,0.4708756178171268,0.0,1.0,199.99999996166542,2.9533393815008034e+23,99.99999998083271,1.9999999999167575,2.724407512375026e-07,-199.99999968922467,-209.19023938910664,-32651272.231165983,3.0716454957502075e-07,1512981.9593972955,0.047943505190423084,nan,nan,1333.3333329499874,208112145.940328,0.8651789279032562,-0.14965156925054693,0.0,0.0,-1.0061787078731124,0.8651789279032562,-139449.478935308,-162175.81358430462,9.81,1.0061787078731124,1.0061787078731124,1.0,0.0,0.0,2.90878432451791e-14,-12.124938736108845,-96.80207218003973,-235.96803265439394,1.5867848487634737e+24,-2.5000000014374736e-07,1.2500000007187376e-07,1.2500000007187376e-07,-1.0304209804880782e-32,5.1521049024403935e-33,2.0608419609761563e-32,-1.0304209804880787e-32,1.0304209804881081e-32,2.92226366634698e-14,0.9801980197982223,-1.0,-0.14746459597958497,-0.1472452680607094,1.167505330430199,1.0012258090389319,0.049468349586704256,-2.6612394901108046e+45,0.9999986580551122,-1.3306197450554023e+45,1.3306197450554023e+45,-1.5707963267948966,0.7853974924245543,-0.39269941718517115,1.1780969096097254,-0.10000000000958364,0.9090909090829887,0.4965156923620485,-0.04830317929812658,0.0
0.0,1.5920671103143876e-11,0.4707793129402327,0.0,1.0,199.9999999584813,2.9533393814537846e+23,99.99999997924066,1.9999999999098432,2.906108232033039e-07,-199.9999996678705,-209.1902393677203,-32651272.227827914,3.2820169462656747e-07,1616603.360318239,0.05122706924221864,nan,nan,1333.3333329181462,208112145.93535808,0.8622502769774552,-0.15306415219753683,0.0,0.0,-1.0066919264034275,0.8622502769774552,-138977.43918443692,-162258.53411103526,9.81,1.0066919264034275,1.0066919264034275,1.0,0.0,0.0,3.1308289294429414e-14,-12.12493873606736,-96.80207217999825,-235.96803265435244,1.5867848487255832e+24,-2.500000001556872e-07,1.2500000007784365e-07,1.2500000007784365e-07,-1.0304209805372903e-32,5.1521049026864535e-33,2.0608419610745806e-32,-1.0304209805372907e-32,1.0304209805373229e-32,3.1551977265572737e-14,0.9801980197979102,-1.0,-0.15075541901035647,-0.15052620042024387,1.171470786468077,1.00139950624663,0.05285023732491152,-2.661239473742434e+45,0.9999986625976242,-1.330619736871217e+45,1.330619736871217e+45,-1.5707963267948966,0.7853974946958132,-0.39269941604954167,1.178096910745355,-0.10000000001037967,0.9090909090823308,0.5306415218164927,-0.05152469531584942,0.0
0.0,1.665867309732842e-11,0.47067872124906196,0.0,1.0,199.99999995514958,2.9533393814045857e+23,99.99999997757479,1.9999999999026086,3.0913548878715044e-07,-199.9999996460141,-209.19023934583024,-32651272.224411223,3.4972307184701215e-07,1722609.9145282458,0.054586214240887956,nan,nan,1333.3333328848291,208112145.93015784,0.8592644726771544,-0.1565571072072083,0.0,0.0,-1.0072289351556643,0.8592644726771544,-138496.18745667144,-162345.08914406708,9.81,1.0072289351556643,1.0072289351556643,1.0,0.0,0.0,3.375077994860476e-14,-12.12493873602395,-96.80207217995483,-235.968032654309,1.5867848486859275e+24,-2.5000000016818066e-07,1.2500000008409033e-07,1.2500000008409033e-07,-1.0304209805887844e-32,5.152104902943922e-33,2.060841961177569e-32,-1.0304209805887844e-32,1.0304209805888193e-32,3.366955963070703e-14,0.9801980197975836,-1.0,-0.15411870579184797,-0.15387915371080127,1.1755414569348575,1.0015891155913477,0.05630871458027617,-2.6612394569397176e+45,0.9999986672287844,-1.3306197284698588e+45,1.3306197284698588e+45,-1.5707963267948966,0.7853974970113964,-0.3926994148917501,1.1780969119031464,-0.1000000000112126,0.9090909090816425,0.5655710718965418,-0.05480908004549551,0.0
