# SLAB_GR_Simulation trajectory — metric: Schwarzschild; coordinates: ingoing Eddington–Finkelstein (v, r, theta, phi)
# internal units geometrized (G=c=M=1); SI columns marked _m, _s, _years, _SI, _m_s2
segment,step_h,err_estimate,n_rejected,mode_is_lnr,r_geo,r_m,r_over_rs,log10_r_over_rs,v_geo,t_ef_geo,t_schw_geo,t_schw_years,tau_geo,tau_s,tau_years,tau_since_horizon_geo,tau_since_horizon_years,tau_to_center_est_geo,tau_to_center_est_years,theta,phi,u_v,u_r,u_theta,u_phi,u_lower_v,u_lower_r,a_v,a_r,a_magnitude_SI,E,E_killing,E_conditioning_scale,E_drift_conditioned,L,norm_residual,norm_conditioning_scale,norm_residual_conditioned,K_geo_log10,K_SI_log10,K_over_Kplanck_log10,curvature_length_m,tidal_lambda1_geo,tidal_lambda2_geo,tidal_lambda3_geo,tidal_radial_SI_per_m,tidal_transverse_SI_per_m,radial_stretch_m_s2,transverse_compress_m_s2,tidal_radial_newtonian_SI_per_m,tidal_closed_form_reldiff,lc_out_drdtEF,lc_in_drdtEF,worldline_drdtEF,dr_dt_schw,redshift_1pz_to_infinity,gamma_rel_to_E1_faller,v_rel_to_E1_faller,kruskal_U,kruskal_V,kruskal_T,kruskal_X,penrose_Ut,penrose_Vt,penrose_T,penrose_X,ur_analytic_E1,uv_analytic_E1,ur_reldiff_E1,uv_reldiff_E1,regime_code
0.0,0.5528512057688914,0.2997497045821559,0.0,0.0,19.98748563990906,2.9514914244419813e+22,9.99374281995453,0.9997281690697724,3.321071592262334,-16.666414047646725,-21.059472234278708,-3287048.9702299293,3.1637635598827045,15583560005618.443,493813.2179132267,nan,nan,103.14607457977785,16099463.19921776,1.5707963267948966,0.0,1.0453733778255372,-0.007912709856329088,0.0,0.0,-0.9486832980505144,1.0453733778255372,0.0,0.0,0.0,0.9486832980505144,0.9486832980505138,1.0,6.661338147750939e-16,0.0,-1.3322676295501878e-15,1.0,-1.3322676295501878e-15,-6.123307751026934,-90.80044119495781,-229.966401669312,5.013145374334001e+22,-0.0002504698764009749,0.00012523493820048746,0.00012523493820048746,-1.0323576619016866e-29,5.161788309508433e-30,2.0647153238033732e-29,-1.0323576619016866e-29,1.0323576619016867e-29,0.0,0.8180783348533642,-1.0,-0.00751240327662909,-0.007506133461854252,1.062958400856799,1.0513845827739443,0.308800757173141,-315343158049309.3,6.242871737008683e-10,-157671579024654.66,157671579024654.66,-1.5707963267948934,6.242871737008683e-10,-0.7853981630853032,0.7853981637095903,-0.3163267471733468,0.7596897974969966,-0.9749856440309396,0.3760529380147033,0.0
0.0,0.5796912326636118,0.3208450350394232,0.0,0.0,19.98247806550141,2.9507519711066446e+22,9.991239032750705,0.9996193492589579,3.926606154542663,-16.055871910958746,-20.448373235817833,-3191666.1272387477,3.7434547925463164,18438910267405.78,584293.8077485544,nan,nan,100.69507130439233,15716900.53559733,1.5707963267948966,0.0,1.043789686228916,-0.009364106702907197,0.0,0.0,-0.9486832980505144,1.043789686228916,0.0,0.0,0.0,0.9486832980505144,0.9486832980505138,1.0,6.661338147750939e-16,0.0,-1.1102230246251565e-15,1.0,-1.1102230246251565e-15,-6.1226548321620475,-90.79978827609293,-229.96574875044712,5.0112615361272015e+22,-0.0002506582255452264,0.0001253291127726132,0.0001253291127726132,-1.0331339775408149e-29,5.1656698877040744e-30,2.0662679550816297e-29,-1.0331339775408149e-29,1.0331339775408146e-29,0.0,0.8180368933802113,-1.0,-0.008891490270228168,-0.008882706108818136,1.0646008398543816,1.0509032883719476,0.3074558488023507,-270290032752404.28,7.263224900283257e-10,-135145016376202.14,135145016376202.14,-1.5707963267948928,7.263224900283257e-10,-0.7853981630342851,0.7853981637606077,-0.31636638015810636,0.7596669248571146,-0.970401068854954,0.3740096509075236,0.0
0.0,0.6031695199379674,0.3367721012488835,0.0,0.0,19.9763742677042,2.949850641785911e+22,9.9881871338521,0.9994866704872808,4.555692366155118,-15.420681901549084,-19.812504250583327,-3092417.0829196735,4.346624312484284,21409906117633.562,678438.9851456879,nan,nan,98.76483013287479,15415620.561220543,1.5707963267948966,0.0,1.0421460274909613,-0.01087512622095782,0.0,0.0,-0.9486832980505142,1.0421460274909613,0.0,0.0,0.0,0.9486832980505142,0.9486832980505138,1.0,4.440892098500626e-16,0.0,-8.881784197001252e-16,1.0,-8.881784197001252e-16,-6.121858759531984,-90.79899220346287,-229.96495267781705,5.008965620343393e+22,-0.0002508880622465369,0.00012544403112326846,0.00012544403112326846,-1.0340812917767365e-29,5.170406458883682e-30,2.068162583553473e-29,-1.0340812917767365e-29,1.0340812917767363e-29,0.0,0.8179863542878284,-1.0,-0.010327547725535045,-0.010315694853611465,1.0663161508276426,1.0504071978825613,0.30606146147183433,-230173330996670.97,8.500249230082926e-10,-115086665498335.48,115086665498335.48,-1.5707963267948921,8.500249230082926e-10,-0.7853981629724336,0.7853981638224585,-0.3164147094721132,0.7596390353318092,-0.965630149625151,0.3718963600070308,0.0
0.0,0.6241465458398965,0.34918766742186647,0.0,0.0,19.969098379532973,2.9487762334321308e+22,9.984549189766486,0.9993284609126158,5.205614549500554,-14.763483830032419,-19.154496520688596,-2989712.5323548582,4.9707708583241805,24484227243500.54,775858.3429506851,nan,nan,97.18189047112533,15168548.833723955,1.5707963267948966,0.0,1.040449513293759,-0.012439742734322436,0.0,0.0,-0.9486832980505143,1.040449513293759,0.0,0.0,0.0,0.9486832980505143,0.9486832980505138,1.0,5.551115123125783e-16,0.0,-1.1102230246251565e-15,1.0,-1.1102230246251565e-15,-6.120909502083995,-90.79804294601487,-229.96400342036907,5.0062292863241075e+22,-0.00025116240092331915,0.00012558120046165958,0.00012558120046165958,-1.0352120290893492e-29,5.176060145446746e-30,2.0704240581786983e-29,-1.0352120290893492e-29,1.0352120290893492e-29,0.0,0.8179260736650663,-1.0,-0.011814863399072104,-0.011799347019753326,1.068098139978413,1.0498988137298615,0.3046238323890389,-194865449729780.06,9.999909371360218e-10,-97432724864890.03,97432724864890.03,-1.5707963267948915,9.999909371360218e-10,-0.7853981628974502,0.7853981638974412,-0.3164723482380351,0.7596057762537881,-0.9606924813381615,0.36972301398895574,0.0
0.0,0.6431355444755426,0.35901413485003564,0.0,0.0,19.960579165182562,2.9475182268698635e+22,9.980289582591281,0.9991431427199242,5.8742036506991955,-14.086375514483366,-18.476439773080898,-2883878.6487139617,5.6139064027997225,27652081338593.625,876241.581698026,nan,nan,95.83643945106161,14958545.309381278,1.5707963267948966,0.0,1.0387057773728414,-0.014053235994056614,0.0,0.0,-0.9486832980505142,1.0387057773728414,0.0,0.0,0.0,0.9486832980505142,0.9486832980505138,1.0,4.440892098500626e-16,0.0,-8.881784197001252e-16,1.0,-8.881784197001252e-16,-6.119797592927845,-90.79693103685872,-229.96289151121292,5.0030259926274595e+22,-0.0002514841280144969,0.00012574206400724845,0.00012574206400724845,-1.0365380864675505e-29,5.1826904323377525e-30,2.073076172935101e-29,-1.0365380864675505e-29,1.0365380864675508e-29,0.0,0.8178554413381862,-1.0,-0.013348958133459274,-0.013329144719517634,1.0699420450907715,1.0493801490682564,0.30314793654255756,-164092159885962.7,1.181917609683066e-09,-82046079942981.34,82046079942981.34,-1.5707963267948906,1.181917609683066e-09,-0.7853981628064864,0.7853981639884041,-0.3165398765430743,0.7595668143571663,-0.9556035841438629,0.36749757590701865,0.0
0.0,0.6605389242535683,0.36699306039837915,0.0,0.0,19.950748735034775,2.9460665970449577e+22,9.975374367517388,0.99892920337594,6.559718984076985,-13.39102975095779,-17.77999904248302,-2775175.317458978,6.274445327053291,30905658215411.11,979341.2114803125,nan,nan,94.65617459049486,14774324.719645431,1.5707963267948966,0.0,1.0369192914226617,-0.01571191406671125,0.0,0.0,-0.9486832980505142,1.0369192914226617,0.0,0.0,0.0,0.9486832980505142,0.9486832980505138,1.0,4.440892098500626e-16,0.0,-1.1102230246251565e-15,1.0,-1.1102230246251565e-15,-6.11851395686394,-90.79564740079482,-229.961607875149,4.999330520575898e+22,-0.00025185605623500516,0.00012592802811750258,0.00012592802811750258,-1.0380710570332583e-29,5.1903552851662915e-30,2.0761421140665166e-29,-1.0380710570332583e-29,1.0380710570332586e-29,2.152424263075578e-16,0.8177738696623251,-1.0,-0.014926323659012856,-0.014901541936395696,1.0718442357041913,1.0488528331425448,0.3016377580283901,-137494881169958.61,1.4028656616320013e-09,-68747440584979.305,68747440584979.305,-1.5707963267948892,1.4028656616320013e-09,-0.7853981626960118,0.7853981640988774,-0.31661785206087134,0.7595218296901589,-0.9503757796206307,0.36522645023338557,0.0
0.0,0.6766335864447109,0.3735984462669778,0.0,0.0,19.939542196029148,2.9444117613958587e+22,9.969771098014574,0.9986851871972751,7.260715533388676,-12.678826662640471,-17.066546976898692,-2663816.787131225,6.9510789134980016,34238511602397.11,1084952.9622784087,nan,nan,93.59202908563805,14608228.5161413,1.5707963267948966,0.0,1.0350937166758254,-0.017412799229907006,0.0,0.0,-0.9486832980505141,1.0350937166758254,0.0,0.0,0.0,0.9486832980505141,0.9486832980505138,1.0,3.3306690738754696e-16,0.0,-8.881784197001252e-16,1.0,-8.881784197001252e-16,-6.11704985979195,-90.79418330372283,-229.96014377807703,4.995118849750339e+22,-0.0002522809438180008,0.0001261404719090004,0.0001261404719090004,-1.0398223093517217e-29,5.199111546758608e-30,2.0796446187034433e-29,-1.0398223093517217e-29,1.0398223093517218e-29,0.0,0.8176807900429224,-1.0,-0.016544124874060716,-0.01651366655370808,1.0738018666611207,1.0483182242535984,0.30009659051688947,-114675889034150.06,1.6715748116439906e-09,-57337944517075.03,57337944517075.03,-1.570796326794888,1.6715748116439906e-09,-0.7853981625616565,0.7853981642332314,-0.31670681327849765,0.7594705137965208,-0.9450191833587268,0.362914949128822,0.0
0.0,0.6916295087260641,0.3791657775781596,0.0,0.0,19.926897171168754,2.9425445089004877e+22,9.963448585584377,0.9984096840526886,7.975972865120764,-11.950924306047991,-16.337234385489776,-2549982.680753939,7.642708422224065,37645229502418.88,1192905.338251923,nan,nan,92.60986632183466,14454928.51576887,1.5707963267948966,0.0,1.033232093230426,-0.01915346055565341,0.0,0.0,-0.9486832980505142,1.033232093230426,0.0,0.0,0.0,0.9486832980505142,0.9486832980505138,1.0,4.440892098500626e-16,0.0,-1.1102230246251565e-15,1.0,-1.1102230246251565e-15,-6.115396840924432,-90.79253028485532,-229.9584907592095,4.99036798438695e+22,-0.0002527615189246552,0.0001263807594623276,0.0001263807594623276,-1.0418030880409708e-29,5.209015440204854e-30,2.0836061760819417e-29,-1.0418030880409708e-29,1.0418030880409708e-29,0.0,0.8175756483566895,-1.0,-0.01820004131256516,-0.018163161501570647,1.0758126954752325,1.0477774718835438,0.2985271994323521,-95227410933113.58,1.9988669919282024e-09,-47613705466556.79,47613705466556.79,-1.5707963267948861,1.9988669919282024e-09,-0.7853981623980095,0.7853981643968766,-0.31680728377241757,0.7594125672932024,-0.9395422342328071,0.3605675461932464,0.0
0.0,0.7056856298305977,0.38393541865863234,0.0,0.0,19.912753493092204,2.94045595482695e+22,9.956376746546102,0.9981013218307261,8.704440979061804,-11.2083125140304,-15.593044042504342,-2433826.3937704675,8.348394052054664,41121182793307.5,1303051.6513710644,nan,nan,91.68547427829718,14310645.606824325,1.5707963267948966,0.0,1.0313369842235993,-0.020931886217129398,0.0,0.0,-0.9486832980505142,1.0313369842235993,0.0,0.0,0.0,0.9486832980505142,0.9486832980505138,1.0,4.440892098500626e-16,0.0,-1.1102230246251565e-15,1.0,-1.1102230246251565e-15,-6.113546667592656,-90.79068011152354,-229.95664058587772,4.985055845340933e+22,-0.0002533004977353707,0.00012665024886768535,0.00012665024886768535,-1.0440245883380923e-29,5.2201229416904614e-30,2.0880491766761846e-29,-1.0440245883380923e-29,1.0440245883380926e-29,2.1401501027017267e-16,0.8174579017985594,-1.0,-0.019892146204384394,-0.019848063581042286,1.0778749428403904,1.0472315638423615,0.29693194535786754,-78750898511907.64,2.398149850617979e-09,-39375449255953.82,39375449255953.82,-1.570796326794884,2.398149850617979e-09,-0.785398162198367,0.7853981645965169,-0.31691977511762665,0.7593476982382473,-0.9339520981000305,0.3581880693342335,0.0
0.0,0.718924126166781,0.38807606110740844,0.0,0.0,19.89705298075822,2.9381375077572214e+22,9.94852649037911,0.997758760696815,9.445201300446117,-10.451851680312105,-14.834829441884066,-2315481.1430226616,9.067318178221445,44662344149885.68,1415264.2834019596,nan,nan,90.80142671947544,14172659.830849877,1.5707963267948966,0.0,1.02941057982957,-0.02274639151568567,0.0,0.0,-0.9486832980505141,1.02941057982957,0.0,0.0,0.0,0.9486832980505141,0.9486832980505138,1.0,3.3306690738754696e-16,0.0,-8.881784197001252e-16,1.0,-8.881784197001252e-16,-6.11149130078919,-90.78862474472007,-229.95458521907426,4.979161193385787e+22,-0.00025390059965656176,0.00012695029982828088,0.00012695029982828088,-1.0464980187767761e-29,5.2324900938838806e-30,2.0929960375535522e-29,-1.0464980187767761e-29,1.046498018776776e-29,0.0,0.8173270164019352,-1.0,-0.021618819373123415,-0.021566716164652572,1.0799871923696636,1.0466813603702765,0.2953128730414155,-64869169677529.55,2.8860466510653583e-09,-32434584838764.773,32434584838764.773,-1.5707963267948812,2.8860466510653583e-09,-0.7853981619544173,0.785398164840464,-0.3170447891497116,0.75927562087361,-0.9282549586237021,0.3557798400601184,0.0
0.0,0.7314422280568156,0.39171453091719055,0.0,0.0,19.879739227023077,2.9355808382193506e+22,9.939869613511538,0.9973806875659401,10.19744014109604,-9.682299085927037,-14.063341094848377,-2195064.071385875,9.79876040627826,48265165168530.08,1529430.7922189925,nan,nan,89.94504529919801,14038992.299473425,1.5707963267948966,0.0,1.0274547682774284,-0.024595556527720414,0.0,0.0,-0.948683298050514,1.0274547682774284,0.0,0.0,0.0,0.948683298050514,0.9486832980505138,1.0,2.220446049250313e-16,0.0,-8.881784197001252e-16,1.0,-8.881784197001252e-16,-6.109222862003941,-90.78635630593483,-229.95231678028904,4.97266355670727e+22,-0.0002545645624094005,0.00012728228120470022,0.00012728228120470022,-1.0492346633783533e-29,5.2461733168917656e-30,2.0984693267567065e-29,-1.0492346633783531e-29,1.0492346633783534e-29,2.129522982743075e-16,0.817182464631036,-1.0,-0.023378688212729534,-0.02331770997759096,1.0821483232231954,1.0461276177493362,0.2936717722566802,-53233505673515.49,3.483185800749092e-09,-26616752836757.746,26616752836757.746,-1.5707963267948777,3.483185800749092e-09,-0.785398161655846,0.7853981651390317,-0.31718282015410065,0.7591960544117995,-0.9224562146342892,0.35334576926044103,0.0
